timestamp,millis,freq_hz,duty,current_A,led2,led1,aled2,aled1,led2_sub,led1_sub,spo2,hr1,hr2,hr3,rsqi
11:35:00.916,731241,8000,92,0.456,2096921,2096921,29128,28090,2067793,2068831,88.53,46.1,0.0,70.4,0
11:35:01.115,731441,8000,92,0.456,2096921,2096921,28964,28087,2067957,2068834,88.62,46.1,0.0,70.4,0
11:35:01.321,731641,8000,92,0.464,2096921,2096921,29076,28035,2067845,2068886,88.68,46.1,0.0,70.4,0
11:35:01.516,731841,8000,92,0.464,2096921,2096921,29032,27988,2067889,2068933,88.66,46.1,0.0,70.4,0
11:35:01.841,732167,8000,92,0.464,2096921,2096921,28895,28068,2068026,2068853,88.62,46.1,0.0,46.9,0
11:35:06.849,737169,10000,97,0.488,2096921,2096921,28843,27885,2068078,2069036,88.47,44.4,0.0,51.7,0
11:35:07.063,737389,10000,92,0.480,2096921,2096921,28818,28012,2068103,2068909,88.47,44.4,0.0,51.7,0
11:35:07.265,737591,10000,92,0.472,2096921,2096921,28839,27864,2068082,2069057,88.61,44.4,0.0,51.7,0
11:35:07.466,737791,10000,92,0.472,2096921,2096921,28910,27958,2068011,2068963,88.59,44.4,0.0,51.7,0
11:35:07.665,737991,10000,92,0.464,2096921,2096921,28829,28041,2068092,2068880,88.55,44.4,0.0,51.7,0
11:35:07.865,738191,10000,92,0.456,2096921,2096921,28893,28053,2068028,2068868,88.80,44.4,0.0,51.7,0
11:35:08.065,738391,10000,92,0.464,2096921,2096921,28826,27951,2068095,2068970,88.80,44.4,0.0,53.0,0
11:35:08.265,738591,10000,92,0.464,2096921,2096921,28879,27972,2068042,2068949,88.81,44.4,0.0,53.0,0
11:35:08.465,738791,10000,92,0.456,2096921,2096921,28915,28019,2068006,2068902,88.80,44.4,0.0,55.2,0
11:35:08.665,738991,10000,92,0.456,2096921,2096921,28883,27914,2068038,2069007,88.79,44.4,0.0,55.2,0
11:35:08.872,739195,10000,92,0.464,2096921,2096921,28859,28105,2068062,2068816,88.86,43.2,0.0,55.2,0
11:35:09.098,739423,10000,92,0.456,2096921,2096921,28957,27904,2067964,2069017,88.84,43.2,0.0,56.8,0
11:35:09.317,739643,10000,92,0.456,2096921,2096921,28979,27951,2067942,2068970,88.90,43.2,0.0,56.8,0
11:35:09.984,740297,10000,92,0.456,2096921,2096921,28999,27951,2067922,2068970,89.00,43.2,0.0,57.9,0
11:35:10.975,741297,10000,92,0.456,2096921,2096921,29084,28068,2067837,2068853,89.49,43.2,0.0,59.8,0
11:35:11.171,741497,10000,92,0.464,2096921,2096921,29062,28002,2067859,2068919,89.47,43.2,0.0,59.1,0
11:35:11.375,741701,10000,92,0.464,2096921,2096921,28996,28008,2067925,2068913,89.57,43.2,0.0,59.1,0
11:35:11.829,742153,10000,92,0.456,2096921,2096921,28857,28113,2068064,2068808,89.43,43.2,0.0,58.7,0
